Gene,Env
SPTA1,physical activity
SPTAN1,physical activity
SPTLC1,physical activity
SRD5A2,physical activity
SREBF1,physical activity
SRGAP2,physical activity
SRGAP2C,physical activity
SRRM2,physical activity
SRSF5,physical activity
SRSF6,physical activity
SRY,physical activity
SSAT,physical activity
SSTR4,physical activity
SSUH2,physical activity
ST3GAL3,physical activity
ST3GAL4,physical activity
STAG3,physical activity
STAR,physical activity
STAT3,physical activity
STAT4,physical activity
STAT5A,physical activity
STAT5B,physical activity
STK11,physical activity
STOX1,physical activity
STRC,physical activity
STSP1,physical activity
STX4,physical activity
STXBP1,physical activity
SULT1A1,physical activity
SULT2A1,physical activity
SUMF1,physical activity
SUOX,physical activity
SUPT3H,physical activity
SURF1,physical activity
SV2A,physical activity
SYNGAP1,physical activity
SYPL2,physical activity
SYT14,physical activity
SYT4,physical activity
SZT2,physical activity
TAB2,physical activity
TACO1,physical activity
TAF1,physical activity
TAGAP,physical activity
TANC1,physical activity
TAP2,physical activity
TARBP1,physical activity
TARDBP,physical activity
TAS1R,physical activity
TAS1R3,physical activity
TAS2R38,physical activity
TAZ,physical activity
TBC1D2,physical activity
TBC1D24,physical activity
TBC1D4,physical activity
TBCE,physical activity
TBL1Y,physical activity
TBX15,physical activity
TBX21,physical activity
TBX22,physical activity
TBX5,physical activity
TBXAS1,physical activity
TCF7L2,physical activity
TCHH,physical activity
TCN1,physical activity
TCN2,physical activity
TCOF1,physical activity
TCTN2,physical activity
TDP2,physical activity
TECR,physical activity
TECTA,physical activity
TEK,physical activity
TENM2,physical activity
TENM4,physical activity
TERC,physical activity
TERT,physical activity
TESC,physical activity
TET2,physical activity
TF,physical activity
TFAM,physical activity
TFR2,physical activity
TG,physical activity
TGFB1,physical activity
TGFB2,physical activity
TGFB3,physical activity
TGFBI,physical activity
TGFBR1,physical activity
TGFBR2,physical activity
TGFBRAP1,physical activity
TGIF2LY,physical activity
TH,physical activity
Thrb,physical activity
THSD1,physical activity
THSD7B,physical activity
TIMELESS,physical activity
TIMP2,physical activity
TIPARP,physical activity
TJP2,physical activity
TK2,physical activity
TLE3,physical activity
TLE6,physical activity
TLN2,physical activity
TLR1,physical activity
TLR2,physical activity
TLR3,physical activity
TLR4,physical activity
TLR6,physical activity
TMC1,physical activity
TMEM230,physical activity
TMEM43,physical activity
TMIE,physical activity
TMPRSS3,physical activity
TMPRSS6,physical activity
TNC,physical activity
TNF,physical activity
TNFAIP3,physical activity
TNFRSF10A,physical activity
TNFRSF1A,physical activity
TNFSF13B,physical activity
TNFSF15,physical activity
TNK2,physical activity
TNMD,physical activity
TNNC1,physical activity
TNNI3,physical activity
TNNT2,physical activity
TNP1,physical activity
TNXB,physical activity
TOLLIP,physical activity
TOMM40,physical activity
TOP3B,physical activity
TOR1A,physical activity
TP53,physical activity
TPCN1,physical activity
TPCN2,physical activity
TPD52,physical activity
TPH1,physical activity
TPH2,physical activity
TPM1,physical activity
TPMT,physical activity
TPO,physical activity
TPP1,physical activity
TPRN,physical activity
TRA,physical activity
TRAC,physical activity
TRAF1,physical activity
TRAF3IP2,physical activity
TRAF3IP2-AS1,physical activity
TRAF6,physical activity
TRANK1,physical activity
TREM1,physical activity
TREM2,physical activity
TRIB2,physical activity
TRIM2,physical activity
TRIM29,physical activity
TRIM5,physical activity
TRIOBP,physical activity
TRIP13,physical activity
TRPA1,physical activity
TRPC6,physical activity
TRPM4,physical activity
TRPM5,physical activity
TRPM6,physical activity
TRPM8,physical activity
TRPV1,physical activity
TRPV3,physical activity
TRPV4,physical activity
TSC1,physical activity
TSC2,physical activity
TSC22D1,physical activity
TSHR,physical activity
TSLP,physical activity
TSNAX,physical activity
TSPEAR,physical activity
TSPY23P,physical activity
TTC12,physical activity
TTC14,physical activity
TTC21A,physical activity
TTC26,physical activity
TTC29,physical activity
TTC6,physical activity
TTN,physical activity
TTR,physical activity
TTTY10,physical activity
TTTY11,physical activity
TTTY14,physical activity
TTTY15,physical activity
TTTY16,physical activity
TTYH1,physical activity
TUB,physical activity
TUBB8,physical activity
TUSC2P1,physical activity
TXLNG2P,physical activity
TXLNGY,physical activity
TXNRD1,physical activity
TXNRD2,physical activity
TYK2,physical activity
TYMS,physical activity
TYR,physical activity
TYRO3,physical activity
TYRP1,physical activity
UBA5,physical activity
UBE2D3,physical activity
UBE2V1P3,physical activity
UBQLN2,physical activity
UCP1,physical activity
UGGT2,physical activity
UGT1A1,physical activity
UGT1A10,physical activity
UGT1A3,physical activity
UGT1A4,physical activity
UGT1A5,physical activity
UGT1A6,physical activity
UGT1A7,physical activity
UGT1A8,physical activity
UGT1A9,physical activity
UGT2B15,physical activity
UGT2B17,physical activity
UGT2B7,physical activity
UGT8,physical activity
UNC13C,physical activity
UNC13D,physical activity
UQCC,physical activity
UROD,physical activity
UROS,physical activity
USH1C,physical activity
USH1G,physical activity
USH2A,physical activity
USP9Y,physical activity
UTY,physical activity
VAMP8,physical activity
VARS,physical activity
VCAN,physical activity
VCL,physical activity
VCP,physical activity
VDR,physical activity
VEGFA,physical activity
VEGFB,physical activity
VEGFC,physical activity
VEZT,physical activity
VHL,physical activity
VKORC1,physical activity
VLDLR,physical activity
VPS35,physical activity
VPS41,physical activity
VPS53,physical activity
VSX1,physical activity
VWF,physical activity
WDFY3,physical activity
WDPCP,physical activity
WDR36,physical activity
WDR45,physical activity
WDR62,physical activity
WDR66,physical activity
WFS1,physical activity
WISP3,physical activity
WNT2,physical activity
WNT4,physical activity
WRN,physical activity
WT1,physical activity
WWC1,physical activity
WWOX,physical activity
WWTR1,physical activity
XAB2,physical activity
XIAP,physical activity
XPC,physical activity
XPNPEP2,physical activity
XRCC1,physical activity
XRCC2,physical activity
YAP1,physical activity
YARS2,physical activity
YDJC,physical activity
ZBED9,physical activity
ZBTB40,physical activity
ZBTB7A,physical activity
ZBTB7B,physical activity
ZDHHC9,physical activity
ZEB1,physical activity
ZEB2,physical activity
ZFHX2,physical activity
ZFPM1,physical activity
ZFPM2,physical activity
ZFY,physical activity
ZFYVE26,physical activity
ZKSCAN3,physical activity
ZMAT4,physical activity
ZNF285B,physical activity
ZNF295-AS1,physical activity
ZNF365,physical activity
ZNF644,physical activity
ZNF80,physical activity
ZNF804A,physical activity
ZNRF3,physical activity
ZSCAN25,physical activity
ZSCAN31,physical activity
ZSWIM6,physical activity
A4GALT,excercise
AANAT,excercise
AARS,excercise
AARS2,excercise
ABCA1,excercise
ABCA12,excercise
ABCA3,excercise
ABCA4,excercise
ABCA7,excercise
ABCB1,excercise
ABCB4,excercise
ABCB6,excercise
ABCC11,excercise
ABCC2,excercise
ABCC4,excercise
ABCC6,excercise
ABCC8,excercise
ABCC9,excercise
ABCD1,excercise
ABCG2,excercise
ABCG8,excercise
ABL1,excercise
ABO,excercise
ABP1,excercise
ACADM,excercise
ACADVL,excercise
ACAT1,excercise
ACE,excercise
ACKR1,excercise
ACSF3,excercise
ACTA1,excercise
ACTA2,excercise
ACTC1,excercise
ACTG1,excercise
ACTN1,excercise
ACTN3,excercise
ACTN4,excercise
ACVR1,excercise
ACVR1B,excercise
ACVRL1,excercise
ADA,excercise
ADAD1,excercise
ADAM10,excercise
ADAM19,excercise
ADAM33,excercise
ADAMTS1,excercise
ADAMTS12,excercise
ADAMTS13,excercise
ADAMTS2,excercise
ADAMTSL3,excercise
ADAMTSL4,excercise
ADC,excercise
ADCK4,excercise
ADCY2,excercise
ADCY3,excercise
ADCY5,excercise
ADH1B,excercise
ADH1C,excercise
ADH4,excercise
ADIPOQ,excercise
ADIPOR2,excercise
ADK,excercise
ADORA2A,excercise
ADRA1A,excercise
ADRA1B,excercise
ADRA1D,excercise
ADRA2A,excercise
ADRA2B,excercise
ADRA2C,excercise
ADRB1,excercise
ADRB2,excercise
ADRB3,excercise
AFF3,excercise
AFG3L2,excercise
AGAP2,excercise
AGBL1,excercise
AGPS,excercise
AGT,excercise
AGTR1,excercise
AGXT,excercise
AHCY,excercise
AHSG,excercise
AIP,excercise
AIPL1,excercise
AJAP1,excercise
AJUBA,excercise
AK7,excercise
AKAP4,excercise
AKR1D1,excercise
AKT1,excercise
ALAD,excercise
ALB,excercise
ALDH16A1,excercise
ALDH1A3,excercise
ALDH2,excercise
ALDH3A2,excercise
ALDH4A1,excercise
ALDH5A1,excercise
ALDH7A1,excercise
ALDOA,excercise
ALDOB,excercise
ALDOC,excercise
ALG13,excercise
ALOX5AP,excercise
ALPK3,excercise
ALPL,excercise
ALS2,excercise
AMELY,excercise
AMPD1,excercise
ANG,excercise
ANGPTL3,excercise
ANK2,excercise
ANK3,excercise
ANKK1,excercise
ANKRD11,excercise
ANKRD36P1,excercise
ANLN,excercise
ANO5,excercise
ANXA11,excercise
ANXA5,excercise
AOC1,excercise
AP1S1,excercise
AP3B1,excercise
AP3B2,excercise
AP3M1,excercise
AP4E1,excercise
APC,excercise
APEX1,excercise
APEX2,excercise
APLP2,excercise
APOA2,excercise
APOA5,excercise
APOB,excercise
APOC2,excercise
APOC3,excercise
APOE,excercise
APOL1,excercise
APOM,excercise
APP,excercise
APPL2,excercise
AQP1,excercise
AQP4,excercise
AR,excercise
ARAP1,excercise
ARC,excercise
ARG1,excercise
ARHGAP11B,excercise
ARHGAP24,excercise
ARHGDIA,excercise
ARHGEF9,excercise
ARID1B,excercise
ARID5B,excercise
ARL15,excercise
ARMC2,excercise
ARMS2,excercise
ARNT2,excercise
ARNTL,excercise
ARPC1B,excercise
ARSA,excercise
ARSDP1,excercise
ART4,excercise
ARV1,excercise
ARX,excercise
ASAP1,excercise
ASB1,excercise
ASB10,excercise
ASGR1,excercise
ASL,excercise
ASPA,excercise
ASPM,excercise
ASS1,excercise
ASTN2,excercise
ASXL1,excercise
ATF7IP,excercise
ATG16L1,excercise
ATG4D,excercise
ATIC,excercise
ATM,excercise
ATP11A,excercise
ATP13A2,excercise
ATP1A2,excercise
ATP2A1,excercise
ATP2C1,excercise
ATP2C2,excercise
ATP6V0A4,excercise
ATP7A,excercise
ATP7B,excercise
ATP8B4,excercise
ATR,excercise
ATXN1,excercise
ATXN2,excercise
ATXN2L,excercise
AURKA,excercise
AUTS2,excercise
AVP,excercise
AVPR1A,excercise
AVPR1B,excercise
B3GALNT1,excercise
B3GAT2,excercise
B4GALNT3,excercise
BAAT,excercise
BACE1,excercise
BAD,excercise
BAG3,excercise
BAIAP2,excercise
BAK1,excercise
BANF1,excercise
BANK1,excercise
BARD1,excercise
BATF3,excercise
BCAM,excercise
BCAR1,excercise
BCHE,excercise
BCKDHA,excercise
BCKDHB,excercise
BCL2,excercise
BCL2L1,excercise
BCL2L11,excercise
BCL2L2-PABPN1,excercise
BCMO1,excercise
BCOR,excercise
BCORP1,excercise
BCR,excercise
BCS1L,excercise
BDKRB2,excercise
BDNF,excercise
BDP1,excercise
BHLHE41,excercise
BHMT,excercise
BLK,excercise
BLM,excercise
BLOC1S3,excercise
BLOC1S6,excercise
BLZF1,excercise
BMP2,excercise
BMPR1A,excercise
BMPR2,excercise
BMS1,excercise
BNC2,excercise
BOLA2,excercise
BOLA3,excercise
BPGM,excercise
BRAF,excercise
BRCA1,excercise
BRCA2,excercise
BRIP1,excercise
BTBD9,excercise
BTD,excercise
BTK,excercise
C12orf51,excercise
C13orf31,excercise
C14orf93,excercise
C19ORF12,excercise
C1QTNF7,excercise
C21orf91,excercise
C3,excercise
C4B,excercise
C5,excercise
C6orf10,excercise
C8orf80,excercise
C9orf102,excercise
C9orf72,excercise
CABP2,excercise
CACNA1A,excercise
CACNA1B,excercise
CACNA1C,excercise
CACNA1C-AS1,excercise
CACNA1D,excercise
CACNA1G,excercise
CACNA1H,excercise
CACNA1I,excercise
CACNA1S,excercise
CACNA2D4,excercise
CACNB2,excercise
CADM2,excercise
CALB1,excercise
CALHM1,excercise
CALR3,excercise
CALU,excercise
CAMK1,excercise
CAMK1D,excercise
CAMK2A,excercise
CARD11,excercise
CARD14,excercise
CARD8,excercise
CARD9,excercise
CASKP1,excercise
CASP3,excercise
CASP8,excercise
CASP9,excercise
CASQ2,excercise
CASR,excercise
CATSPER3,excercise
CAV3,excercise
CBLB,excercise
CBS,excercise
CBX5,excercise
CCDC122,excercise
CCDC174,excercise
CCDC3,excercise
CCDC39,excercise
CCDC50,excercise
CCDC8,excercise
CCDC88B,excercise
CCKAR,excercise
CCL11,excercise
CCL2,excercise
CCL21,excercise
CCL26,excercise
CCL27,excercise
CCL3L1,excercise
CCM2,excercise
CCR2,excercise
CCR3,excercise
CCR5,excercise
CCR6,excercise
CD14,excercise
CD244,excercise
CD24P4,excercise
CD274,excercise
CD28,excercise
CD2AP,excercise
CD320,excercise
CD33,excercise
CD3D,excercise
CD40,excercise
CD44,excercise
CD58,excercise
CD59,excercise
CD68,excercise
CD69,excercise
CDH1,excercise
CDH13,excercise
CDH2,excercise
CDH23,excercise
CDH4,excercise
CDKAL1,excercise
CDKL5,excercise
CDKN1A,excercise
CDKN1B,excercise
CDKN2A,excercise
CDKN2B,excercise
CDKN2B-AS1,excercise
CEACAM16,excercise
CELSR1,excercise
CENPE,excercise
CEP135,excercise
CEP152,excercise
CEP290,excercise
CES1,excercise
CETP,excercise
CFAP43,excercise
CFAP44,excercise
CFAP65,excercise
CFAP69,excercise
CFH,excercise
CFI,excercise
CFTR,excercise
CHAMP1,excercise
CHCHD10,excercise
CHD7,excercise
CHD8,excercise
CHEK1,excercise
CHEK2,excercise
CHI3L1,excercise
CHIT1,excercise
CHKB,excercise
CHM,excercise
CHMP2B,excercise
CHRM1,excercise
CHRM2,excercise
CHRM3,excercise
CHRM4,excercise
CHRM5,excercise
CHRN,excercise
CHRNA3,excercise
CHRNA4,excercise
CHRNA5,excercise
CHRNA7,excercise
CHRNB3,excercise
CIB2,excercise
CISD2,excercise
CLCN1,excercise
CLDN14,excercise
CLDN16,excercise
CLDN19,excercise
CLEC16A,excercise
CLN3,excercise
CLN5,excercise
CLN6,excercise
CLN8,excercise
CLN9,excercise
CLOCK,excercise
CLPP,excercise
CLPTM1,excercise
CLRN1,excercise
CLTCL1,excercise
CMAS,excercise
CMYA5,excercise
CNGB3,excercise
CNNM1,excercise
CNR1,excercise
CNR2,excercise
CNTN5,excercise
CNTNAP2,excercise
COASY,excercise
COCH,excercise
COG5,excercise
COL11A1,excercise
COL11A2,excercise
COL17A1,excercise
COL1A1,excercise
COL1A2,excercise
COL27A1,excercise
COL2A1,excercise
COL3A1,excercise
COL4A3,excercise
COL4A4,excercise
COL4A5,excercise
COL4A6,excercise
COL5A1,excercise
COL5A2,excercise
COL6A2,excercise
COL6A3,excercise
COL7A1,excercise
COL8A2,excercise
COL9A1,excercise
COL9A2,excercise
COL9A3,excercise
COMT,excercise
COX10,excercise
COX15,excercise
COX4I1,excercise
CPED1,excercise
CPOX,excercise
CPS1,excercise
CPT1A,excercise
CPT1B,excercise
CRB1,excercise
CRB2,excercise
CRB3,excercise
CREB1,excercise
CREBBP,excercise
CREBRF,excercise
CRH,excercise
CRISPLD1,excercise
CRP,excercise
CRYM,excercise
CSAD,excercise
CSF2RB,excercise
CSNK1D,excercise
CST3,excercise
CSTF1,excercise
CTBP2P1,excercise
CTC1,excercise
CTCF,excercise
CTH,excercise
CTLA4,excercise
CTNNA2,excercise
CTNNA3,excercise
CTRC,excercise
CTSD,excercise
CTSZ,excercise
CUBN,excercise
CWC27,excercise
CXCR4,excercise
CYB5R3,excercise
CYLD,excercise
CYP17A1,excercise
CYP19A1,excercise
CYP1A1,excercise
CYP1A2,excercise
CYP1B1,excercise
CYP21A2,excercise
CYP26A1,excercise
CYP27B1,excercise
CYP2A13,excercise
CYP2A6,excercise
CYP2B6,excercise
CYP2C19,excercise
CYP2C8,excercise
CYP2C9,excercise
CYP2D6,excercise
CYP2E1,excercise
CYP2F1,excercise
CYP2J2,excercise
CYP2R1,excercise
CYP2S1,excercise
CYP2W1,excercise
CYP3A,excercise
CYP3A4,excercise
CYP3A43,excercise
CYP3A5,excercise
CYP3A7,excercise
CYP4A11,excercise
CYP4A22,excercise
CYP4B1,excercise
CYP4F2,excercise
CYP4F3,excercise
CYP4V2,excercise
CYP7A1,excercise
DAB2IP,excercise
DAGL,excercise
DAO,excercise
DAOA,excercise
DAPK1,excercise
DAZL,excercise
DBH,excercise
DBR1,excercise
DBT,excercise
DCAF5,excercise
DCC,excercise
DCDC2,excercise
DCHS1,excercise
DCTN1,excercise
DCXR,excercise
DDB2,excercise
DDC,excercise
DDX3Y,excercise
DDX60L,excercise
Dec1,excercise
DEFB4,excercise
DENND5A,excercise
DES,excercise
DFNA5,excercise
DFNB31,excercise
DFNB59,excercise
DGCR2,excercise
DGKE,excercise
DGKH,excercise
DHAPAT,excercise
DHCR7,excercise
DHDDS,excercise
DHFR,excercise
DHODH,excercise
DHRC24,excercise
DHRS3,excercise
DIABLO,excercise
DIAPH1,excercise
DIAPH3,excercise
DICER1,excercise
DIO1,excercise
DIO2,excercise
DIO3,excercise
DISC1,excercise
DKK4,excercise
DLC1,excercise
DLD,excercise
DLEC1,excercise
DLEU7,excercise
DLG2,excercise
DLGAP5P1,excercise
DLK1,excercise
DMD,excercise
DMRT1,excercise
DNAH1,excercise
DNAH2,excercise
DNAH5,excercise
DNAI1,excercise
DNAJB11,excercise
DNAJC13,excercise
DNAJC5,excercise
DNM1,excercise
DNM2,excercise
DNM3,excercise
DNMT1,excercise
DNMT3A,excercise
DNMT3L,excercise
DOCK3,excercise
DOCK7,excercise
DOPEY2,excercise
DPP6,excercise
DPP9,excercise
DPYD,excercise
DRD1,excercise
DRD2,excercise
DRD3,excercise
DRD4,excercise
DRD5,excercise
DSC2,excercise
DSCAM,excercise
DSG2,excercise
DSP,excercise
DSPP,excercise
DTD1,excercise
DTNA,excercise
DTNBP1,excercise
DUSP1,excercise
DUSP5,excercise
DUXA,excercise
DVWA,excercise
DYNC1H1,excercise
DYRK1B,excercise
DYSF,excercise
EDA,excercise
EDA2R,excercise
EDAR,excercise
EDN1,excercise
EDN3,excercise
EDNRB,excercise
EEF1A2,excercise
EEFSEC,excercise
EFHC1,excercise
EFNB1,excercise
EFTUD2,excercise
EGF,excercise
EGFR,excercise
EGLN1,excercise
EGR1,excercise
EIF1AY,excercise
EIF2AK4,excercise
EIF2B5,excercise
EIF3E,excercise
EIF3G,excercise
EIF4G1,excercise
ELAC1,excercise
ELAC2,excercise
ELANE,excercise
ELK3,excercise
ELMOD3,excercise
ELN,excercise
ELOVL4,excercise
ELP4,excercise
EN1,excercise
ENG,excercise
ENOSF1,excercise
ENPP1,excercise
EPAS1,excercise
EPCAM,excercise
EPDR1,excercise
EPHA2,excercise
EPHA6,excercise
EPHB1,excercise
EPOR,excercise
ERAP1,excercise
ERBB4,excercise
ERCC2,excercise
ERCC6,excercise
ERCC8,excercise
ERP44,excercise
ERRFI1,excercise
ESCO2,excercise
ESPN,excercise
ESR1,excercise
ESRRB,excercise
EXO1,excercise
EXOC2,excercise
EYA1,excercise
EYA4,excercise
EZH2,excercise
F11,excercise
F12,excercise
F2,excercise
F2R,excercise
F5,excercise
F8,excercise
F9,excercise
FA2H,excercise
FAAH,excercise
FABP2,excercise
FABP7,excercise
FADS1,excercise
FADS2,excercise
FADS3,excercise
FAH,excercise
FAKE1,excercise
FAM13A,excercise
FAM155E,excercise
FAM177B,excercise
FAM20A,excercise
FAM71F1,excercise
FAM73A,excercise
FAM98B,excercise
FANCC,excercise
FANCM,excercise
FASTKD2,excercise
FAT3,excercise
FBN1,excercise
FBXL3,excercise
FBXW8,excercise
FCER1A,excercise
FCGR2A,excercise
FCGR2B,excercise
FCGR3A,excercise
FECH,excercise
FER,excercise
FERMT1,excercise
FGF1,excercise
FGF10,excercise
FGF12,excercise
FGF14,excercise
FGF21,excercise
FGF23,excercise
FGFR2,excercise
FGFR3,excercise
FGFR3P1,excercise
FGFR4,excercise
FGG,excercise
FKBP5,excercise
FKRP,excercise
FLCN,excercise
FLG,excercise
FLNB,excercise
FLNC,excercise
FMO2,excercise
FMO3,excercise
FMO5,excercise
FMR1,excercise
FN1,excercise
FOLR1,excercise
FOLR2,excercise
FOLR3,excercise
FOS,excercise
FOSL2,excercise
FOXC1,excercise
FOXE1,excercise
FOXI1,excercise
FOXO1,excercise
FOXO3,excercise
FOXP1,excercise
FOXP2,excercise
FOXP3,excercise
FPR1,excercise
FRRS1L,excercise
FSHR,excercise
FSIP1,excercise
FSIP2,excercise
FTL,excercise
FTO,excercise
FUS,excercise
FUT1,excercise
FUT2,excercise
FUT3,excercise
FXN,excercise
FXYD2,excercise
FYCO1,excercise
FZD4,excercise
FZD8,excercise
G6PC,excercise
G6PD,excercise
GAA,excercise
GAB2,excercise
GABRA1,excercise
GABRA2,excercise
GABRA4,excercise
GABRB1,excercise
GABRB3,excercise
GABRD,excercise
GAD1,excercise
GAD2,excercise
GADL1,excercise
GALC,excercise
GALNT3,excercise
GALT,excercise
GAMT,excercise
GANAB,excercise
GAR1,excercise
GARS,excercise
GATA1,excercise
GATA2,excercise
GATA3,excercise
GATA4,excercise
GBA,excercise
GC,excercise
GCDH,excercise
GCH1,excercise
GCHFR,excercise
GCK,excercise
GDAP1,excercise
GDF15,excercise
GDF2,excercise
GDF5,excercise
GDNF,excercise
GEMIN4,excercise
GFAP,excercise
GFOD1,excercise
GFPT2,excercise
GGH,excercise
GGPS1,excercise
GHR,excercise
GHRL,excercise
GIF,excercise
GIPC3,excercise
GIT1,excercise
GJA1,excercise
GJA5,excercise
GJB2,excercise
GJB3,excercise
GJB6,excercise
GJC2,excercise
GLA,excercise
GLB1,excercise
GLCCI1,excercise
GLDC,excercise
GLIS3,excercise
GLRA1,excercise
GLRA2,excercise
GLT8D1,excercise
GLUL,excercise
GMIP,excercise
GMPR,excercise
GNAL,excercise
GNAO1,excercise
GNB1,excercise
GNB3,excercise
GNE,excercise
GNPTAB,excercise
GNPTG,excercise
GOLM1,excercise
GOSR2,excercise
GPC6,excercise
GPHN,excercise
GPR119,excercise
GPR143,excercise
GPR18,excercise
GPR3,excercise
GPR30,excercise
GPR55,excercise
GPR6,excercise
GPR98,excercise
GPS2,excercise
GPSM2,excercise
GPX1,excercise
GPX4,excercise
GRB10,excercise
GRHL2,excercise
GRHPR,excercise
GRID1,excercise
GRIK1,excercise
GRIK3,excercise
GRIK4,excercise
GRIN1,excercise
GRIN2A,excercise
GRIN2B,excercise
GRIN2D,excercise
GRIP2,excercise
GRK3,excercise
GRM3,excercise
GRM7,excercise
GRN,excercise
GRXCR1,excercise
GSK3B,excercise
GSS,excercise
GSTM1,excercise
GSTP1,excercise
GSTT1,excercise
GSTT2,excercise
GTF2I,excercise
GUCY2D,excercise
GUF1,excercise
GYG2P1,excercise
GYPA,excercise
GYPB,excercise
H2AFY,excercise
H3F3A,excercise
HABP2,excercise
HARS2,excercise
HBA1,excercise
HBA2,excercise
HBB,excercise
HBD,excercise
HBG1,excercise
HCG27,excercise
HCN1,excercise
HCN4,excercise
HCP5,excercise
HCRTR2,excercise
HDC,excercise
HEATR3,excercise
HERC2,excercise
HES1,excercise
HEXA,excercise
HFE,excercise
HGF,excercise
HHEX,excercise
HIF1A,excercise
HIPK1,excercise
HIST1H1T,excercise
HIST2H2BE,excercise
HLA-A,excercise
HLA-B,excercise
HLA-C,excercise
HLA-DMA,excercise
HLA-DMB,excercise
HLA-DOA,excercise
HLA-DOB,excercise
HLA-DPA1,excercise
HLA-DPB1,excercise
HLA-DQA1,excercise
HLA-DQB1,excercise
HLA-DRA,excercise
HLA-DRB1,excercise
HLA-DRB3,excercise
HLA-DRB4,excercise
HLA-DRB5,excercise
HLA-DRB9,excercise
HLA-E,excercise
HLA-G,excercise
HLA-J,excercise
HMBS,excercise
HMGA2,excercise
HMGCR,excercise
HMOX1,excercise
HNF1A,excercise
HNF1B,excercise
HNMT,excercise
HNRNPA1,excercise
HOGA1,excercise
HOMER2,excercise
HOXB1,excercise
HOXB13,excercise
HOXB2,excercise
HP,excercise
HP1BP3,excercise
HPCA,excercise
HPD,excercise
HPGDS,excercise
HPS1,excercise
HPS3,excercise
HPS4,excercise
HPS5,excercise
HPS6,excercise
HRAS,excercise
HRH1,excercise
HRH2,excercise
HRH3,excercise
HRH4,excercise
HRK,excercise
HS6ST1,excercise
HSD11B1,excercise
HSD11B2,excercise
HSD17B10,excercise
HSD17B12,excercise
HSD17B2,excercise
HSD17B3,excercise
HSD17B4,excercise
HSD3B1,excercise
HSD3B2,excercise
HSD3B7,excercise
HSFY,excercise
HSFY3P,excercise
HSPA12A,excercise
HSPA1A,excercise
HSPA1L,excercise
HSPG2,excercise
HTR1A,excercise
HTR1B,excercise
HTR1E,excercise
HTR2A,excercise
HTR2B,excercise
HTR2C,excercise
HTR3A,excercise
HTR3C,excercise
HTRA1,excercise
HTT,excercise
IBD5,excercise
IDH1,excercise
IDO1,excercise
IDO2,excercise
IDS,excercise
IFIH1,excercise
IFITM3,excercise
IFITM5,excercise
IFNA2,excercise
IFNL3,excercise
IFNL4,excercise
IGF1,excercise
IGF1R,excercise
IGF2BP1,excercise
IGF2BP2,excercise
IK,excercise
IKBKAP,excercise
IKBKB,excercise
IKZF1,excercise
IKZF3,excercise
IL10,excercise
IL12A,excercise
IL12A-AS1,excercise
IL12B,excercise
IL12RB2,excercise
IL13,excercise
IL15,excercise
IL15RA,excercise
IL16,excercise
IL17A,excercise
IL18,excercise
IL18R1,excercise
IL18RAP,excercise
IL19,excercise
IL1B,excercise
IL1F10,excercise
IL1RAPL1,excercise
IL1RL1,excercise
IL1RN,excercise
IL2,excercise
IL20,excercise
IL21,excercise
IL23R,excercise
IL27,excercise
IL2RA,excercise
IL2RB,excercise
IL31,excercise
IL4,excercise
IL6,excercise
IL6R,excercise
IL6ST,excercise
ILDR1,excercise
IMMP2L,excercise
IMPA1,excercise
IMPDH1,excercise
IMPDH2,excercise
INF2,excercise
INPPL1,excercise
INSL6,excercise
INSR,excercise
INVS,excercise
IRAK1,excercise
IRAK3,excercise
IRF1,excercise
IRF2,excercise
IRF5,excercise
IRF7,excercise
IRF8,excercise
IRS1,excercise
IRS2,excercise
ISG15,excercise
ITGA2B,excercise
ITGA9,excercise
ITGAL,excercise
ITGAV,excercise
ITGB3,excercise
ITIH3,excercise
ITPA,excercise
ITPKC,excercise
ITPR2,excercise
ITPR3,excercise
IVD,excercise
JAK1,excercise
JAK2,excercise
JAK3,excercise
JARID2,excercise
JUP,excercise
KALP,excercise
KARS,excercise
KAT6B,excercise
KATP,excercise
KCNA2,excercise
KCNA3,excercise
KCNA5,excercise
KCNB1,excercise
KCNC1,excercise
KCND3,excercise
KCNE1,excercise
KCNE3,excercise
KCNH1,excercise
KCNH2,excercise
KCNJ1,excercise
KCNJ10,excercise
KCNJ11,excercise
KCNJ16,excercise
KCNJ2,excercise
KCNJ5,excercise
KCNK2,excercise
KCNMA1,excercise
KCNN4,excercise
KCNQ1,excercise
KCNQ1-AS1,excercise
KCNQ2,excercise
KCNQ4,excercise
KCNT1,excercise
KCNU1,excercise
KCNV2,excercise
KCTD7,excercise
KDM5B,excercise
KDM5D,excercise
KDR,excercise
KEL,excercise
KIAA0319,excercise
KIAA1468,excercise
KIF1A,excercise
KIF1B,excercise
KIF22,excercise
KIF5A,excercise
KIF6,excercise
KIRREL3,excercise
KIT,excercise
KITLG,excercise
KL,excercise
KLC1,excercise
KLF6,excercise
KLK11,excercise
KLK3,excercise
KLKB1,excercise
KNG1,excercise
KPNA4,excercise
KRAS,excercise
KRIT1,excercise
KRT1,excercise
KRT13,excercise
KRT14,excercise
KRT5,excercise
KSNQ2,excercise
KSR2,excercise
KTN1,excercise
LACC1,excercise
LAMA2,excercise
LAMA3,excercise
LAMB1,excercise
LAMB2,excercise
LAMB3,excercise
LAMB4,excercise
LAMC1,excercise
